Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
-21745,00000418,false,Rx,0,8,C5,02,66,FE,19,FF,1B,00,
-21735,00000418,false,Rx,0,8,C0,02,6E,FE,26,FF,22,00,
-21735,00000418,false,Rx,0,8,BE,02,6B,FE,3E,FF,25,00,
-21727,00000418,false,Rx,0,8,A5,02,7A,FE,2B,FF,29,00,
-21721,00000418,false,Rx,0,8,A5,02,8A,FE,0C,FF,2D,00,
-21715,00000418,false,Rx,0,8,AB,02,88,FE,08,FF,2D,00,
-21706,00000418,false,Rx,0,8,AD,02,8D,FE,F3,FE,27,00,
-21698,00000418,false,Rx,0,8,B8,02,7C,FE,F8,FE,1F,00,
-21693,00000418,false,Rx,0,8,C6,02,71,FE,1F,FF,1A,00,
-21684,00000418,false,Rx,0,8,B8,02,77,FE,26,FF,19,00,
-21673,00000418,false,Rx,0,8,B2,02,6F,FE,35,FF,1B,00,
-21665,00000418,false,Rx,0,8,AC,02,7B,FE,35,FF,1E,00,
-21665,00000418,false,Rx,0,8,9C,02,88,FE,12,FF,22,00,
-21661,00000418,false,Rx,0,8,A1,02,99,FE,FF,FE,23,00,
-21655,00000418,false,Rx,0,8,AE,02,8B,FE,F4,FE,1F,00,
-21642,00000418,false,Rx,0,8,BD,02,80,FE,EF,FE,17,00,
-21637,00000418,false,Rx,0,8,CA,02,6F,FE,03,FF,12,00,
-21887,00000418,false,Rx,0,8,C8,02,67,FE,20,FF,13,00,
-21882,00000418,false,Rx,0,8,BC,02,6D,FE,3C,FF,19,00,
-21875,00000418,false,Rx,0,8,B1,02,71,FE,37,FF,21,00,
-21871,00000418,false,Rx,0,8,A2,02,84,FE,1C,FF,29,00,
-21862,00000418,false,Rx,0,8,A6,02,8A,FE,06,FF,30,00,
-21856,00000418,false,Rx,0,8,A9,02,8B,FE,FA,FE,33,00,
-21846,00000418,false,Rx,0,8,BB,02,77,FE,FB,FE,2F,00,
-21842,00000418,false,Rx,0,8,BA,02,76,FE,23,FF,26,00,
-21835,00000418,false,Rx,0,8,B1,02,6F,FE,2C,FF,1C,00,
-21826,00000418,false,Rx,0,8,AB,02,7D,FE,38,FF,17,00,
-21818,00000418,false,Rx,0,8,96,02,8E,FE,1C,FF,17,00,
-21812,00000418,false,Rx,0,8,9A,02,8D,FE,FE,FE,1C,00,
-21806,00000418,false,Rx,0,8,A5,02,8B,FE,EA,FE,22,00,
-21788,00000418,false,Rx,0,8,B4,02,88,FE,E9,FE,2A,00,
-21782,00000418,false,Rx,0,8,C4,02,6E,FE,06,FF,2D,00,
-21782,00000418,false,Rx,0,8,C3,02,6C,FE,1A,FF,27,00,
-21778,00000418,false,Rx,0,8,BA,02,70,FE,31,FF,1A,00,
-21770,00000418,false,Rx,0,8,A7,02,75,FE,2C,FF,0F,00,
-21763,00000418,false,Rx,0,8,A7,02,88,FE,0D,FF,0F,00,
-21502,00000418,false,Rx,0,8,A9,02,90,FE,FE,FE,1B,00,
-21492,00000418,false,Rx,0,8,AE,02,7F,FE,E9,FE,2A,00,
-21488,00000418,false,Rx,0,8,C3,02,71,FE,0F,FF,32,00,
-21481,00000418,false,Rx,0,8,B7,02,78,FE,24,FF,33,00,
-21475,00000610,false,Rx,0,2,02,0F,00,00,00,00,00,00,
-21467,00000418,false,Rx,0,8,AB,02,70,FE,36,FF,2F,00,
-21460,00000418,false,Rx,0,8,95,02,88,FE,18,FF,29,00,
-21456,00000418,false,Rx,0,8,9E,02,97,FE,F9,FE,22,00,
-21449,00000418,false,Rx,0,8,A8,02,8D,FE,E9,FE,1B,00,
-21445,00000418,false,Rx,0,8,BC,02,7B,FE,ED,FE,1A,00,
-21432,00000418,false,Rx,0,8,BF,02,6F,FE,1F,FF,20,00,
-21427,00000418,false,Rx,0,8,B7,02,6B,FE,2F,FF,28,00,
-21420,00000418,false,Rx,0,8,A6,02,7B,FE,2C,FF,2A,00,
-21415,00000418,false,Rx,0,8,A8,02,8F,FE,0D,FF,21,00,
-21410,00000418,false,Rx,0,8,A7,02,88,FE,F3,FE,15,00,
-21403,00000418,false,Rx,0,8,B7,02,7B,FE,F8,FE,11,00,
-21398,00000418,false,Rx,0,8,BD,02,74,FE,19,FF,1A,00,
-21388,00000418,false,Rx,0,8,AF,02,71,FE,1D,FF,2B,00,
-21382,00000418,false,Rx,0,8,A6,02,76,FE,2F,FF,38,00,
-21628,00000418,false,Rx,0,8,95,02,89,FE,16,FF,3A,00,
-21623,00000418,false,Rx,0,8,99,02,8C,FE,FC,FE,32,00,
-21614,00000418,false,Rx,0,8,9B,02,8B,FE,F8,FE,25,00,
-21604,00000418,false,Rx,0,8,AB,02,86,FE,F1,FE,18,00,
-21599,00000418,false,Rx,0,8,AA,02,83,FE,F1,FE,12,00,
-21591,00000418,false,Rx,0,8,B9,02,76,FE,FF,FE,18,00,
-21584,00000418,false,Rx,0,8,BC,02,6E,FE,04,FF,25,00,
-21581,00000418,false,Rx,0,8,B4,02,6F,FE,24,FF,2E,00,
-21576,00000418,false,Rx,0,8,AD,02,75,FE,21,FF,2B,00,
-21566,00000418,false,Rx,0,8,A6,02,72,FE,22,FF,1D,00,
-21562,00000418,false,Rx,0,8,A7,02,6E,FE,2F,FF,11,00,
-21555,00000418,false,Rx,0,8,A6,02,77,FE,27,FF,15,00,
-21545,00000418,false,Rx,0,8,A5,02,70,FE,26,FF,27,00,
-21536,00000418,false,Rx,0,8,A5,02,71,FE,1E,FF,39,00,
-21532,00000418,false,Rx,0,8,A7,02,71,FE,25,FF,3C,00,
-21525,00000611,false,Rx,0,1,00,00,00,00,00,00,00,00,
-21520,00000418,false,Rx,0,8,A1,02,77,FE,25,FF,2D,00,
-20971,00000610,false,Rx,0,2,02,0F,00,00,00,00,00,00,
-21021,00000611,false,Rx,0,1,00,00,00,00,00,00,00,00,
-20468,00000610,false,Rx,0,2,02,0F,00,00,00,00,00,00,
-20525,00000611,false,Rx,0,1,00,00,00,00,00,00,00,00,
-19962,00000610,false,Rx,0,2,02,0F,00,00,00,00,00,00,
-20024,00000611,false,Rx,0,1,00,00,00,00,00,00,00,00,
-19717,00000610,false,Rx,0,2,02,0F,00,00,00,00,00,00,
-19521,00000611,false,Rx,0,1,00,00,00,00,00,00,00,00,
-19213,00000610,false,Rx,0,2,02,0F,00,00,00,00,00,00,
-19019,00000611,false,Rx,0,1,00,00,00,00,00,00,00,00,
-18708,00000610,false,Rx,0,2,02,0F,00,00,00,00,00,00,
-18528,00000611,false,Rx,0,1,00,00,00,00,00,00,00,00,
-18198,00000610,false,Rx,0,2,02,0F,00,00,00,00,00,00,
-18024,00000611,false,Rx,0,1,00,00,00,00,00,00,00,00,
-17694,00000610,false,Rx,0,2,02,0F,00,00,00,00,00,00,
-17527,00000611,false,Rx,0,1,00,00,00,00,00,00,00,00,
-17184,00000610,false,Rx,0,2,02,0F,00,00,00,00,00,00,
-17022,00000611,false,Rx,0,1,00,00,00,00,00,00,00,00,
-16691,00000610,false,Rx,0,2,02,0F,00,00,00,00,00,00,
-16263,00000611,false,Rx,0,1,00,00,00,00,00,00,00,00,
-16188,00000610,false,Rx,0,2,02,0F,00,00,00,00,00,00,
-15771,00000611,false,Rx,0,1,00,00,00,00,00,00,00,00,
-15678,00000610,false,Rx,0,2,02,0F,00,00,00,00,00,00,
-15269,00000611,false,Rx,0,1,00,00,00,00,00,00,00,00,
-15180,00000610,false,Rx,0,2,02,0F,00,00,00,00,00,00,
-14770,00000611,false,Rx,0,1,00,00,00,00,00,00,00,00,
-14678,00000610,false,Rx,0,2,02,0F,00,00,00,00,00,00,
-14270,00000611,false,Rx,0,1,00,00,00,00,00,00,00,00,
-14171,00000610,false,Rx,0,2,02,0F,00,00,00,00,00,00,
-13770,00000611,false,Rx,0,1,00,00,00,00,00,00,00,00,
-13665,00000610,false,Rx,0,2,02,0F,00,00,00,00,00,00,
-13264,00000611,false,Rx,0,1,00,00,00,00,00,00,00,00,
-13160,00000610,false,Rx,0,2,02,0F,00,00,00,00,00,00,
-12760,00000611,false,Rx,0,1,00,00,00,00,00,00,00,00,
-12659,00000610,false,Rx,0,2,02,0F,00,00,00,00,00,00,
-12259,00000611,false,Rx,0,1,00,00,00,00,00,00,00,00,
-12152,00000610,false,Rx,0,2,02,0F,00,00,00,00,00,00,
-11772,00000611,false,Rx,0,1,00,00,00,00,00,00,00,00,
-11396,00000610,false,Rx,0,2,02,0F,00,00,00,00,00,00,
-11521,00000611,false,Rx,0,1,00,00,00,00,00,00,00,00,
-10892,00000610,false,Rx,0,2,02,0F,00,00,00,00,00,00,
-11016,00000611,false,Rx,0,1,00,00,00,00,00,00,00,00,
-10381,00000610,false,Rx,0,2,02,0F,00,00,00,00,00,00,
-10520,00000611,false,Rx,0,1,00,00,00,00,00,00,00,00,
